"kids","life.survey_1","life.survey_2","life.survey_3","life.survey_4","life.survey_5","life.survey_6","life.survey_7","life.survey_8","life.survey_9","life.survey_10","life.survey_11","life.survey_12","life.survey_13","life.survey_14","life.survey_15","life.survey_16","life.survey_17","life.survey_18","life.survey_19","life.survey_20","life.survey_21","life.survey_22","life.survey_23","life.survey_24","life.survey_25","life.survey_26","life.survey_27","life.survey_28","life.survey_29","life.survey_30","life.survey_31","life.survey_32","life.survey_33","life.survey_34","life.survey_35","life.survey_36","life.survey_37","life.survey_38","life.survey_39","life.survey_40","life.survey_41","life.survey_42","life.survey_43","life.survey_44","life.survey_45","life.survey_46","life.survey_47","life.survey_48","life.survey_49","life.survey_50","life.survey_51","life.survey_52","life.survey_53","life.survey_54","life.survey_55","life.survey_56","life.survey_57","life.survey_58","life.survey_59","life.survey_60","life.survey_61","life.survey_62","life.survey_63","life.survey_64","life.survey_65","life.survey_66","life.survey_67","life.survey_68","life.survey_69","life.survey_70","life.survey_71","life.survey_72","life.survey_73","life.survey_74","life.survey_75","life.survey_76","life.survey_77","life.survey_78","life.survey_79","life.survey_80","life.survey_81","past.year.survey_1","past.year.survey_2","past.year.survey_3","past.year.survey_4","past.year.survey_5","past.year.survey_6","past.year.survey_7","past.year.survey_8","past.year.survey_9","past.year.survey_10","past.year.survey_11","past.year.survey_12","past.year.survey_13","past.year.survey_14","past.year.survey_15","past.year.survey_16","past.year.survey_17","past.year.survey_18","past.year.survey_19","past.year.survey_20","past.year.survey_21","past.year.survey_22","past.year.survey_23","past.year.survey_24","past.year.survey_25","past.year.survey_26","past.year.survey_27","past.year.survey_28","past.year.survey_29","past.year.survey_30","past.year.survey_31","past.year.survey_32","past.year.survey_33","past.year.survey_34","past.year.survey_35","past.year.survey_36","past.year.survey_37","past.year.survey_38","past.year.survey_39","past.year.survey_40","past.year.survey_41","past.year.survey_42","past.year.survey_43","past.year.survey_44","past.year.survey_45","past.year.survey_46","past.year.survey_47","past.year.survey_48","past.year.survey_49","past.year.survey_50","past.year.survey_51","past.year.2_1","past.year.2_2","past.year.2_3","past.year.2_4","past.year.2_5","past.year.2_6","past.year.2_7","past.year.2_8","past.year.2_9","past.year.2_10","past.year.2_11","past.year.2_12","past.year.2_13","past.year.2_14","past.year.2_15","past.year.2_16","past.year.2_17","past.year.2_18","past.year.2_19","past.year.2_20","past.year.have_1","past.year.have_2","past.year.have_3","past.year.have_4","past.year.have_5","past.year.have_6","past.year.have_7","past.year.have_8","divorce","clothes","gender","age","child.age","family.death.age","education","socioeconomic","income","political.views","religious","religious_8_TEXT","relationship.time","weight","covid_NPS_GROUP","covid","work","essential","home","in.person","video.chat","community","media","government_NPS_GROUP","government","return.to.school_NPS_GROUP","return.to.school","contracted","public.health_NPS_GROUP","public.health","distancing_NPS_GROUP","distancing","children.care.now","children.care.past","SelfProtection","DiseaseAvoidance","AffiliationGroup","AffiliationExclusion","AffiliationIndependence","Status","MateSeeking","MateRetentionGeneral","MateRetentionBreakup","KinCareFamily","KinCareChild","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","STMO","LTMO","PVDInfect","PVDGerm","Dominance","Prestige","ECRAnxiety","ECRAvoidance","NeedtoBelong","BDW","ChildhoodResources","CurrentResources","ChildhoodStability","Liberal","marital.status","eAmericanIndian","eAsian","eBlack","eHispanic","eWhite","ePacificIslander","eOther","wFullTime","wPartTime","wUnemployedLooking","wUnemployedNotLooking","wStudent","wOther","height"
"Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2,0,0,2,2,6,0,0,0,1,0,4,0,0,4,"No","No","No","No","No","Yes","No","No","",2,"Male",40,25,22,"Bachelors degree","Middle Middle","60,000-69,999","Democrat","Atheist","",8,180,1,3,"Yes","No","No",5,0,"Yes",20,1,3,1,0,3,2,8,2,8,0,0,3.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,5.33333333333333,4.66666666666667,2.16666666666667,6.5,1.83333333333333,5.83333333333333,4.83333333333333,2,3.66666666666667,3.44444444444444,2.5,3.9,2.3,5,2.85714285714286,3.5,2.875,4.77777777777778,NA,NA,NA,NA,5.25,4.5,7,5.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70
"No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes",0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,5,0,3,7,"Yes","Maybe","No","No","No","No","No","Yes","",2,"Male",34,NA,6,"Some college","Upper Middle","100,000-149,999","Other or Unaffiliated","Other","Spiritual",1,220,1,1,"No",NA,NA,1,0,"No",1,1,6,1,6,0,2,7,1,6,NA,NA,3.66666666666667,5.66666666666667,2.33333333333333,2.16666666666667,6.16666666666667,4,4,NA,NA,5.83333333333333,NA,3.75,2.44444444444444,2.77777777777778,1.5,4.6,NA,NA,NA,NA,NA,NA,2,1.94444444444444,1.6,5.16666666666667,5.25,4.75,5,4,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,72
"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No",1,5,0,0,0,1,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,1,0,0,0,0,11,0,4,2,0,0,0,1,0,1,0,0,1,0,6,0,0,0,0,5,0,0,7,2,6,0,0,0,1,0,0,0,0,6,"Yes","Yes","No","No","Yes","No","No","No","",5,"Female",43,19,8,"Graduate or professional degree","Working","70,000-79,999","Independent","Atheist","",9,133,3,10,"No",NA,NA,3,0,"Yes",90,1,0,1,0,0,3,10,3,10,18,6,6.5,6.83333333333333,7,3.66666666666667,2.66666666666667,5.33333333333333,0.833333333333333,7,1,6,7,4.625,5,5,1.75,4.7,NA,NA,NA,NA,NA,NA,0.944444444444444,1.33333333333333,2.5,2.91666666666667,5,6,7,4,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
"Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,1,0,11,11,0,1,0,1,0,0,1,0,0,0,0,0,0,7,1,1,5,0,4,0,0,0,1,6,0,0,0,1,0,1,0,0,1,"Yes","Yes","No","No","No","Yes","No","Yes","",2,"Female",41,23,9,"Some college","Middle Middle","100,000-149,999","Democrat","Protestant Christian","",8,145,1,2,"No",NA,NA,0,0,"Yes",60,1,6,1,0,0,2,8,3,10,2,1,5.5,5,6.33333333333333,6.5,5.5,5.66666666666667,0.833333333333333,7,1,6.83333333333333,6.83333333333333,3.125,2.11111111111111,4.55555555555556,3.875,3,1.8,5,3.14285714285714,4.875,5.875,6,NA,NA,NA,NA,6,4.5,7,4.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,64
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,3,0,1,0,1,7,0,0,7,0,0,6,0,0,0,"No","No","No","No","No","No","No","Yes","20",1,"Female",41,19,34,"Associates degree","Working","30,000-39,999","Democrat","Atheist","",7,179,3,10,"No",NA,NA,4,0,"Yes",20,1,1,1,0,0,3,10,3,10,12,8,5.83333333333333,6.5,2.66666666666667,1,6.16666666666667,2.33333333333333,0.833333333333333,5.33333333333333,1,6.5,6.66666666666667,2.625,4.88888888888889,4.88888888888889,2.875,5,NA,NA,NA,NA,NA,NA,0.944444444444444,5.55555555555556,0.7,4.91666666666667,1,2.5,1,7,"Committed Relationship",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62
"No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,6,0,0,3,7,0,0,0,0,0,5,0,0,2,"No","No","No","No","No","No","No","No","",2,"Male",31,NA,24,"High scool completed or GED","Middle Middle","40,000-49,999","Independent","Atheist","",6,190,1,1,"Yes","Yes","No",10,5,"Yes",15,1,0,1,0,0,3,10,3,10,NA,NA,6.33333333333333,4.33333333333333,6,1,5,2.83333333333333,0.833333333333333,NA,NA,7,NA,4.875,4.88888888888889,5,1,4.5,NA,NA,NA,NA,NA,NA,0.944444444444444,1,0.7,2.5,1.25,7,2.33333333333333,4,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75
"Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,5,0,0,1,5,11,0,3,5,0,0,1,0,0,2,0,0,0,0,7,0,0,6,0,6,0,0,0,3,6,0,0,0,0,0,6,4,0,4,"Yes","No","Yes","No","Yes","Yes","No","Yes","",4,"Female",30,23,9,"Graduate or professional degree","Middle Middle","60,000-69,999","Democrat","Atheist","",7,89,1,4,"No",NA,NA,5,6,"Yes",30,1,5,1,2,0,1,5,3,9,6,3,4.5,3.66666666666667,6,3,5,4.83333333333333,1.66666666666667,5.5,2,5.33333333333333,5,3.875,4.55555555555556,5,1.125,4.8,1.3,5,2.28571428571429,2.25,2.625,7,NA,NA,NA,NA,1.25,7,2.66666666666667,5.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No",0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,4,4,11,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,3,0,0,1,0,7,1,1,5,0,3,0,0,1,4,6,0,0,0,1,0,6,0,0,5,"Yes","No","No","No","Yes","Yes","No","No","",4,"Female",55,29,18,"Bachelors degree","Middle Middle","150,000-199,999","Republican","Other","agnostic",9,173,2,7,"Yes","No","No",7,2,"Yes",100,3,10,3,10,0,1,0,1,3,0,0,5.16666666666667,5.66666666666667,4.5,7,4.16666666666667,3.16666666666667,1,6.33333333333333,3.5,7,7,2.625,3.33333333333333,4.33333333333333,4.25,2.5,1.7,3.85714285714286,7,4.625,2.375,1.33333333333333,NA,NA,NA,NA,2.25,5,5,1.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61
"No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,"No","No","No","No","No","No","No","No","",3,"Male",52,NA,18,"Some graduate or professional training","Lower Middle","Under 20,000","Democrat","Atheist","",1,178,2,7,"No",NA,NA,0,0,"Yes",15,1,2,1,1,0,3,10,3,10,NA,NA,3.66666666666667,5.66666666666667,3.66666666666667,3,5.83333333333333,3,3.33333333333333,NA,NA,4.5,NA,2.125,3.11111111111111,3.44444444444444,3.25,3.7,NA,NA,NA,NA,NA,NA,2.05555555555556,3.11111111111111,2.1,3.83333333333333,4,2,6.33333333333333,5.33333333333333,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,72
"No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,4,1,0,0,3,"No","Yes","No","No","No","No","No","No","",1,"Female",37,NA,36,"Associates degree","Working","40,000-49,999","Democrat","Evangelical Christian","",8,232,3,9,"Yes","Yes","Yes",30,0,"Yes",10,2,8,1,0,0,2,7,3,10,NA,NA,4,6.66666666666667,1.16666666666667,5,6.16666666666667,2.83333333333333,0.833333333333333,6.5,5.16666666666667,6,NA,2.25,3.33333333333333,4.33333333333333,4.125,1.4,1.4,5,5.85714285714286,4.75,4.375,5.11111111111111,NA,NA,NA,NA,1,3.75,6,5,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
"No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,7,0,0,3,"No","No","No","No","No","No","No","No","",2,"Male",37,NA,1,"Bachelors degree","Lower Middle","30,000-39,999","Democrat","Atheist","",1,155,2,7,"Sometimes","Maybe","Yes",0,0,"No",20,1,3,1,0,0,3,10,3,9,NA,NA,6,6.5,3,2,7,4,1.83333333333333,NA,NA,5.66666666666667,NA,1,2.33333333333333,2.55555555555556,4.875,1.8,NA,NA,NA,NA,NA,NA,1.22222222222222,4.88888888888889,1.2,1.5,1.5,1.25,2.66666666666667,7,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73
"No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,3,0,0,2,3,5,0,0,0,0,0,5,0,0,2,"No","No","No","No","No","No","No","No","",2,"Male",59,NA,14,"Some college","Lower Middle","40,000-49,999","Democrat","Other","Agnostic",8,225,2,8,"No",NA,NA,1,2,"Yes",20,1,1,1,0,0,3,10,3,10,NA,NA,5,6,4,2.33333333333333,6.16666666666667,2.5,0.833333333333333,6.83333333333333,2,5.33333333333333,NA,1.375,4,4.33333333333333,4.75,3.9,2.1,5,6.14285714285714,6.375,1.625,5,NA,NA,NA,NA,6.75,5.75,5,6,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,74
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,1,1,1,1,0,0,0,0,3,1,1,5,0,5,0,1,0,0,5,0,1,0,1,0,5,0,0,3,"Yes","Yes","No","No","No","Yes","No","No","",3,"Male",48,27,7,"Some college","Middle Middle","150,000-199,999","Democrat","Atheist","",9,203,2,7,"Yes","Yes","Yes",6,2,"Yes",90,1,2,1,1,1,3,9,3,10,3,3,3.16666666666667,4.5,3.16666666666667,2.83333333333333,5.5,3.16666666666667,1.16666666666667,6.83333333333333,1.66666666666667,5.33333333333333,6,1.625,4,3,2,3.7,NA,NA,NA,NA,NA,NA,1.77777777777778,2.11111111111111,2.4,1.75,4.5,4,6,6.33333333333333,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72
"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No",0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,6,0,0,5,"No","No","No","No","No","No","No","No","",2,"Female",31,25,15,"Bachelors degree","Working","30,000-39,999","Independent","Atheist","",1,135,3,10,"No",NA,NA,0,1,"Yes",125,1,2,1,0,0,1,3,3,10,12,12,6.33333333333333,6.83333333333333,3.66666666666667,1.66666666666667,6.16666666666667,2.83333333333333,0.833333333333333,NA,NA,7,7,4.625,3.66666666666667,5,2.125,2.8,NA,NA,NA,NA,NA,NA,2.22222222222222,1.27777777777778,1.3,2.5,6,6.5,4,2.33333333333333,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64
"No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No",0,2,0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,1,2,2,0,0,0,9,0,0,1,3,0,5,1,5,4,0,0,0,0,0,3,0,0,0,6,7,3,0,5,0,5,0,0,5,5,7,0,0,0,0,0,7,0,0,7,"Yes","Yes","No","No","No","Yes","No","No","",2,"Male",36,NA,16,"Some college","Middle Middle","80,000-89,999","Independent","Atheist","",7,290,2,7,"No",NA,NA,5,25,"Yes",30,1,1,1,0,0,3,10,3,10,NA,NA,2.16666666666667,2.83333333333333,5,2.5,6.5,4.5,0.833333333333333,5.83333333333333,1,5.83333333333333,NA,4.5,2.77777777777778,4,1.75,4.6,NA,NA,NA,NA,NA,NA,0.944444444444444,1,1.4,1.25,7,7,7,6,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72
"No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,0,3,4,0,0,0,0,3,5,0,0,1,"Yes","Yes","No","No","No","No","No","No","",3,"Female",40,NA,30,"Bachelors degree","Lower Middle","30,000-39,999","Other or Unaffiliated","Protestant Christian","",1,200,1,1,"No",NA,NA,0,0,"Yes",20,1,4,1,0,0,2,7,3,10,NA,NA,5.5,5.5,5.5,2.83333333333333,5.5,5.33333333333333,4.16666666666667,NA,NA,6,NA,3.125,4.33333333333333,4.22222222222222,1,4,1.4,5,1,6.125,3.375,5.77777777777778,NA,NA,NA,NA,1.5,4.5,3.33333333333333,3,"Single",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
